workerid,proliferate.condition,ah_response,item,object,predicate,prior_condition,prior_fact,prior_rating,question_order,response,rt,slide_number_in_experiment,speaker_response,text,trigger,trigger_class,utterance,error
758,condition1,1,tony,,inform,low_prob,Tony has been sober for 20 years,0.2196,speaker_first,,10917,25,0.87,,inform_neg,Control,"<font color=""red"">Jonathan</font> informed Sam that Tony didn't have a drink last night.",
758,condition1,0.91,danny,,say,low_prob,Danny is a diabetic,0.27993006993007,speaker_first,,11167,26,0.69,,say_neg,Control,"<font color=""red"">Shirley</font> said that Danny didn't eat the last cupcake.",
758,condition1,,kids,,MC,neutral,Many children like ice cream,0,speaker_first,,9167,27,0.76,,MC,Filler,Jack was playing outside with the kids.,
758,condition1,,hat,,MC,neutral,Hats are worn on the head,0,speaker_first,,5919,28,0.98,,MC,Filler,Samantha has a new hat.,
758,condition1,,jackson,,Polar,high_prob,Jackson is training for a marathon,0.774965034965035,speaker_first,,9098,29,0.93,,bare_neg,Critical,Jackson didn't run 10 miles.,
1032,condition1,,,Barbara,,,,,,Barbara,0,1,,bot_check,,,,
1032,condition1,0.99,mia,,inform,high_prob,Mia is a college student,0.579022556390977,ah_first,,23520,4,0.99,,inform_pos,Control,"<font color=""red"">Jacob</font> informed Sam that Mia drank 2 cocktails last night.",
1032,condition1,1,charley,,say,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,22511,5,0.98,,say_neg,Control,"<font color=""red"">Ryan</font> said that Charley doesn't speak Spanish.",
1032,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,15435,6,0.99,,MC,Filler,Carl's kids were in the garage.,
1032,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,12431,7,0.99,,MC,Filler,Jack was playing outside with the kids.,
1032,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,9860,8,1,,MC,Filler,This pizza has mushrooms on it.,
1032,condition1,0.98,olivia,,know,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,20492,9,0.99,,know_pos,Critical,"<font color=""red"">Carol</font> knows that Olivia sleeps until noon.",
1032,condition1,,tony,,Polar,low_prob,Tony has been sober for 20 years,0.2196,ah_first,,6403,10,0.99,,bare_pos,Critical,Tony had a drink last night.,
1032,condition1,0.99,josh,,think,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,16389,11,0.99,,think_neg,Critical,"<font color=""red"">Deborah</font> thinks that Josh didn't learn to ride a bike yesterday.",
1032,condition1,1,julian,,think,high_prob,Julian is Cuban,0.599493670886076,ah_first,,18894,12,0.48,,think_pos,Critical,"<font color=""red"">Shirley</font> thinks that Julian dances salsa.",
1032,condition1,,sophia,,Polar,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,12042,13,1,,bare_neg,Critical,Sophia didn't get a tattoo.,
1032,condition1,1,emily,,know,low_prob,Emily never has any money,0.151655629139073,ah_first,,18082,14,1,,know_neg,Critical,"<font color=""red"">Jonathan</font> knows that Emily didn't buy a car yesterday.",
1032,condition1,1,jon,,think,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,19018,15,0.55,,think_neg,Critical,"<font color=""red"">Eric</font> thinks that Jon doesn't walk to work.",
1032,condition1,1,grace,,inform,low_prob,Grace hates her sister,0.24777027027027,ah_first,,22106,16,0.68,,inform_neg,Control,"<font color=""red"">Melissa</font> informed Sam that Grace didn't visit her sister.",
1032,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,7264,17,0.99,,MC,Filler,These muffins have blueberries in them.,
1032,condition1,0.86,zoe,,think,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,20554,18,0.19,,think_pos,Critical,"<font color=""red"">Brandon</font> thinks that Zoe calculated the tip.",
1032,condition1,,jayden,,Polar,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,11734,19,1,,bare_neg,Critical,Jayden didn't rent a car.,
1032,condition1,0.99,danny,,inform,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,18238,20,1,,inform_pos,Control,"<font color=""red"">Nicholas</font> informed Sam that Danny ate the last cupcake.",
1032,condition1,0.99,mary,,know,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,17594,21,1,,know_pos,Critical,"<font color=""red"">Emily</font> knows that Mary is pregnant.",
1032,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,6334,22,0.98,,MC,Filler,Ann dances ballet.,
1032,condition1,1,isabella,,say,low_prob,Isabella is a vegetarian,0.125813953488372,ah_first,,16994,23,0.6,,say_pos,Control,"<font color=""red"">Rebecca</font> said that Isabella ate a steak on Sunday.",
1032,condition1,1,owen,,say,low_prob,Owen lives in New Orleans,0.279503546099291,ah_first,,13458,24,0.98,,say_neg,Control,"<font color=""red"">Amanda</font> said that Owen didn't shovel snow last winter.",
1032,condition1,0.99,emma,,say,high_prob,Emma is in law school,0.680763888888889,ah_first,,12478,25,0.99,,say_pos,Control,"<font color=""red"">Jeffrey</font> said that Emma studied on Saturday morning.",
1032,condition1,,jackson,,Polar,high_prob,Jackson is training for a marathon,0.774965034965035,ah_first,,5888,26,1,,bare_pos,Critical,Jackson ran 10 miles.,
1032,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,5880,27,0.98,,MC,Filler,Samantha has a new hat.,
1032,condition1,0.99,josie,,inform,high_prob,Josie loves France,0.73343949044586,ah_first,,13253,28,0.99,,inform_neg,Control,"<font color=""red"">Jason</font> informed Sam that Josie didn't go on vacation to France.",
1032,condition1,0.98,frank,,know,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,10026,29,0.99,,know_neg,Critical,"<font color=""red"">Timothy</font> knows that Frank didn't get a cat.",
813,condition1,,,Margaret,,,,,,Margaret,0,1,,bot_check,,,,
813,condition1,1,mary,,know,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,ah_first,,22610,4,0.44,,know_neg,Critical,"<font color=""red"">Stephanie</font> knows that Mary isn't pregnant.",
813,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,10541,5,0.68,,MC,Filler,Jack was playing outside with the kids.,
813,condition1,0.76,isabella,,inform,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,19713,6,0.54,,inform_neg,Control,"<font color=""red"">Jeffrey</font> informed Sam that Isabella didn't eat a steak on Sunday.",
813,condition1,0.24,emily,,think,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,16032,7,0.52,,think_neg,Critical,"<font color=""red"">Ryan</font> thinks that Emily didn't buy a car yesterday.",
813,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,6517,8,0.72,,MC,Filler,Samantha has a new hat.,
813,condition1,0.65,jon,,think,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,17727,9,0.52,,think_neg,Critical,"<font color=""red"">Rebecca</font> thinks that Jon doesn't walk to work.",
813,condition1,0.75,jayden,,inform,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,18680,10,0.47,,inform_pos,Control,"<font color=""red"">Amanda</font> informed Sam that Jayden rented a car.",
813,condition1,0.76,grace,,think,high_prob,Grace loves her sister,0.790144927536232,ah_first,,13200,11,0.52,,think_pos,Critical,"<font color=""red"">Shirley</font> thinks that Grace visited her sister.",
813,condition1,0.8,emma,,inform,low_prob,Emma is in first grade,0.323098591549296,ah_first,,12118,12,0.47,,inform_neg,Control,"<font color=""red"">Deborah</font> informed Sam that Emma didn't study on Saturday morning.",
813,condition1,0.77,mia,,inform,low_prob,Mia is a nun,0.224901960784314,ah_first,,9584,13,0.51,,inform_pos,Control,"<font color=""red"">Eric</font> informed Sam that Mia drank 2 cocktails last night.",
813,condition1,,danny,,Polar,high_prob,Danny loves cake,0.697062937062937,ah_first,,6566,14,0.81,,bare_neg,Critical,Danny didn't eat the last cupcake.,
813,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,5506,15,0.91,,MC,Filler,Ann dances ballet.,
813,condition1,0.9,tony,,know,low_prob,Tony has been sober for 20 years,0.2196,ah_first,,7836,16,0.46,,know_pos,Critical,"<font color=""red"">Ronald</font> knows that Tony had a drink last night.",
813,condition1,0.77,josie,,think,low_prob,Josie doesn't have a passport,0.117286821705426,ah_first,,7338,17,0.5,,think_pos,Critical,"<font color=""red"">Brandon</font> thinks that Josie went on vacation to France.",
813,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,3462,18,0.97,,MC,Filler,These muffins have blueberries in them.,
813,condition1,0.84,julian,,say,high_prob,Julian is Cuban,0.599493670886076,ah_first,,8844,19,0.53,,say_neg,Control,"<font color=""red"">Jason</font> said that Julian doesn't dance salsa.",
813,condition1,0.94,zoe,,know,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,7524,20,0.54,,know_neg,Critical,"<font color=""red"">Michelle</font> knows that Zoe didn't calculate the tip.",
813,condition1,0.92,josh,,say,low_prob,Josh is a 75-year old man,0.236917293233083,ah_first,,6088,21,0.51,,say_neg,Control,"<font color=""red"">Carol</font> said that Josh didn't learn to ride a bike yesterday.",
813,condition1,,jackson,,Polar,low_prob,Jackson is obese,0.186013986013986,ah_first,,4560,22,0.98,,bare_pos,Critical,Jackson ran 10 miles.,
813,condition1,,frank,,Polar,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,3390,23,0.97,,bare_pos,Critical,Frank got a cat.,
813,condition1,0.49,owen,,say,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,11680,24,0.57,,say_pos,Control,"<font color=""red"">Jacob</font> said that Owen shoveled snow last winter.",
813,condition1,0.96,olivia,,know,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,5742,25,0.52,,know_pos,Critical,"<font color=""red"">Nicholas</font> knows that Olivia sleeps until noon.",
813,condition1,0.6,sophia,,say,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,7101,26,0.51,,say_pos,Control,"<font color=""red"">Gary</font> said that Sophia got a tattoo.",
813,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,4285,27,0.97,,MC,Filler,Carl's kids were in the garage.,
813,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,5411,28,0.98,,MC,Filler,This pizza has mushrooms on it.,
813,condition1,,charley,,Polar,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,3577,29,0.98,,bare_neg,Critical,Charley doesn't speak Spanish.,
965,condition1,,,Margaret,,,,,,Margaret,0,1,,bot_check,,,,
965,condition1,1,josie,,know,low_prob,Josie doesn't have a passport,0.117286821705426,ah_first,,59640,4,0.99,,know_neg,Critical,"<font color=""red"">Gary</font> knows that Josie didn't go on vacation to France.",
965,condition1,1,jon,,think,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,24419,5,0.99,,think_neg,Critical,"<font color=""red"">Shirley</font> thinks that Jon doesn't walk to work.",
965,condition1,0.72,danny,,say,high_prob,Danny loves cake,0.697062937062937,ah_first,,35827,6,0.98,,say_pos,Control,"<font color=""red"">Michelle</font> said that Danny ate the last cupcake.",
965,condition1,0.99,josh,,inform,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,48473,7,0.98,,inform_neg,Control,"<font color=""red"">Carol</font> informed Sam that Josh didn't learn to ride a bike yesterday.",
965,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,19658,8,0.01,,MC,Filler,Carl's kids were in the garage.,
965,condition1,0.99,julian,,think,high_prob,Julian is Cuban,0.599493670886076,ah_first,,32084,9,0.02,,think_pos,Critical,"<font color=""red"">Laura</font> thinks that Julian dances salsa.",
965,condition1,,jayden,,Polar,low_prob,Jayden doesn't have a driver's license,0.1756,ah_first,,16136,10,0.99,,bare_neg,Critical,Jayden didn't rent a car.,
965,condition1,0.01,olivia,,know,low_prob,Olivia has two small children,0.210592105263158,ah_first,,23392,11,0.02,,know_pos,Critical,"<font color=""red"">Timothy</font> knows that Olivia sleeps until noon.",
965,condition1,,emily,,Polar,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,25642,12,0,,bare_neg,Critical,Emily didn't buy a car yesterday.,
965,condition1,0.98,emma,,say,low_prob,Emma is in first grade,0.323098591549296,ah_first,,46444,13,0.99,,say_neg,Control,"<font color=""red"">Brandon</font> said that Emma didn't study on Saturday morning.",
965,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,13164,14,0.99,,MC,Filler,These muffins have blueberries in them.,
965,condition1,,mary,,Polar,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,ah_first,,12394,15,0.97,,bare_pos,Critical,Mary is pregnant.,
965,condition1,0.03,isabella,,inform,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,13532,16,0,,inform_pos,Control,"<font color=""red"">Ronald</font> informed Sam that Isabella ate a steak on Sunday.",
965,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,14639,17,0.98,,MC,Filler,This pizza has mushrooms on it.,
965,condition1,0.02,jackson,,think,low_prob,Jackson is obese,0.186013986013986,ah_first,,20495,18,0,,think_pos,Critical,"<font color=""red"">Ryan</font> thinks that Jackson ran 10 miles.",
965,condition1,0.03,frank,,inform,low_prob,Frank is allergic to cats,0.16965034965035,ah_first,,20040,19,0.01,,inform_pos,Control,"<font color=""red"">Jacob</font> informed Sam that Frank got a cat.",
965,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,13375,20,0.99,,MC,Filler,Jack was playing outside with the kids.,
965,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,9306,21,0.97,,MC,Filler,Samantha has a new hat.,
965,condition1,,mia,,Polar,low_prob,Mia is a nun,0.224901960784314,ah_first,,9472,22,0.01,,bare_pos,Critical,Mia drank 2 cocktails last night.,
965,condition1,0,grace,,say,high_prob,Grace loves her sister,0.790144927536232,ah_first,,18870,23,0.03,,say_neg,Control,"<font color=""red"">Emily</font> said that Grace didn't visit her sister.",
965,condition1,1,zoe,,inform,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,24065,24,0.97,,inform_neg,Control,"<font color=""red"">Sharon</font> informed Sam that Zoe didn't calculate the tip.",
965,condition1,0.98,charley,,know,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,17359,25,1,,know_pos,Critical,"<font color=""red"">Melissa</font> knows that Charley speaks Spanish.",
965,condition1,0.02,owen,,know,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,18126,26,0,,know_neg,Critical,"<font color=""red"">Rebecca</font> knows that Owen didn't shovel snow last winter.",
965,condition1,0.02,sophia,,say,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,22660,27,0.02,,say_pos,Control,"<font color=""red"">Eric</font> said that Sophia got a tattoo.",
965,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,11459,28,0.99,,MC,Filler,Ann dances ballet.,
965,condition1,0.01,tony,,think,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,25270,29,0.02,,think_neg,Critical,"<font color=""red"">Stephanie</font> thinks that Tony didn't have a drink last night.",
782,condition1,,,Patricia,,,,,,Patricia,0,1,,bot_check,,,,
782,condition1,0.89,josh,,know,high_prob,Josh is a 5-year old boy,0.544575163398693,speaker_first,,33820,4,0.73,,know_neg,Critical,"<font color=""red"">Nicholas</font> knows that Josh didn't learn to ride a bike yesterday.",
782,condition1,0.55,julian,,think,high_prob,Julian is Cuban,0.599493670886076,speaker_first,,31900,5,0.29,,think_neg,Critical,"<font color=""red"">Stephanie</font> thinks that Julian doesn't dance salsa.",
782,condition1,0.87,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,speaker_first,,23900,6,0.67,,inform_pos,Control,"<font color=""red"">Jonathan</font> informed Sam that Emily bought a car yesterday.",
782,condition1,,mary,,Polar,low_prob,Mary is a middle school student,0.225401459854015,speaker_first,,10232,7,0.82,,bare_neg,Critical,Mary isn't pregnant.,
782,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,speaker_first,,9658,8,0.95,,MC,Filler,This pizza has mushrooms on it.,
782,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,speaker_first,,14504,9,0.89,,MC,Filler,Ann dances ballet.,
782,condition1,,hat,,MC,neutral,Hats are worn on the head,0,speaker_first,,9672,10,0.93,,MC,Filler,Samantha has a new hat.,
782,condition1,,jackson,,Polar,high_prob,Jackson is training for a marathon,0.774965034965035,speaker_first,,9240,11,0.93,,bare_neg,Critical,Jackson didn't run 10 miles.,
782,condition1,0.98,zoe,,say,low_prob,Zoe is 5 years old,0.192108843537415,speaker_first,,22447,12,0.64,,say_neg,Control,"<font color=""red"">Emily</font> said that Zoe didn't calculate the tip.",
782,condition1,0.76,olivia,,inform,low_prob,Olivia has two small children,0.210592105263158,speaker_first,,44883,13,0.62,,inform_neg,Control,"<font color=""red"">Rebecca</font> informed Sam that Olivia doesn't sleep until noon.",
782,condition1,0.85,danny,,inform,high_prob,Danny loves cake,0.697062937062937,speaker_first,,33885,14,0.53,,inform_neg,Control,"<font color=""red"">Laura</font> informed Sam that Danny didn't eat the last cupcake.",
782,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,speaker_first,,9624,15,0.99,,MC,Filler,These muffins have blueberries in them.,
782,condition1,0.91,charley,,say,low_prob,Charley lives in Korea,0.277066666666667,speaker_first,,20533,16,0.63,,say_pos,Control,"<font color=""red"">Timothy</font> said that Charley speaks Spanish.",
782,condition1,0.97,jon,,know,low_prob,Jon lives 10 miles away from work,0.235696202531646,speaker_first,,45525,17,0.54,,know_neg,Critical,"<font color=""red"">Melissa</font> knows that Jon doesn't walk to work.",
782,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,speaker_first,,14541,18,0.92,,MC,Filler,Carl's kids were in the garage.,
782,condition1,0.95,emma,,know,low_prob,Emma is in first grade,0.323098591549296,speaker_first,,21928,19,0.65,,know_pos,Critical,"<font color=""red"">Carol</font> knows that Emma studied on Saturday morning.",
782,condition1,0.68,jayden,,think,high_prob,Jayden's car is in the shop,0.687794117647059,speaker_first,,46121,20,0.63,,think_pos,Critical,"<font color=""red"">Gary</font> thinks that Jayden rented a car.",
782,condition1,0.52,sophia,,inform,low_prob,Sophia is a high end fashion model,0.415413533834586,speaker_first,,40192,21,0.38,,inform_pos,Control,"<font color=""red"">Ryan</font> informed Sam that Sophia got a tattoo.",
782,condition1,,isabella,,Polar,low_prob,Isabella is a vegetarian,0.125813953488372,speaker_first,,10009,22,0.99,,bare_pos,Critical,Isabella ate a steak on Sunday.,
782,condition1,0.61,josie,,think,low_prob,Josie doesn't have a passport,0.117286821705426,speaker_first,,25403,23,0.15,,think_pos,Critical,"<font color=""red"">Jeffrey</font> thinks that Josie went on vacation to France.",
782,condition1,0.89,grace,,say,high_prob,Grace loves her sister,0.790144927536232,speaker_first,,37726,24,0.45,,say_pos,Control,"<font color=""red"">Amanda</font> said that Grace visited her sister.",
782,condition1,0.18,tony,,say,high_prob,Tony really likes to party with his friends,0.747279411764706,speaker_first,,38904,25,0.39,,say_neg,Control,"<font color=""red"">Shirley</font> said that Tony didn't have a drink last night.",
782,condition1,,kids,,MC,neutral,Many children like ice cream,0,speaker_first,,26751,26,0.76,,MC,Filler,Jack was playing outside with the kids.,
782,condition1,,frank,,Polar,high_prob,Frank has always wanted a pet,0.67972027972028,speaker_first,,15796,27,0.96,,bare_pos,Critical,Frank got a cat.,
782,condition1,0.9,owen,,know,high_prob,Owen lives in Chicago,0.74648275862069,speaker_first,,23775,28,0.88,,know_pos,Critical,"<font color=""red"">Brandon</font> knows that Owen shoveled snow last winter.",
782,condition1,0.52,mia,,think,low_prob,Mia is a nun,0.224901960784314,speaker_first,,16843,29,0.8,,think_neg,Critical,"<font color=""red"">Jason</font> thinks that Mia didn't drink 2 cocktails last night.",
995,condition1,,,Elizabeth,,,,,,Elizabeth,0,1,,bot_check,,,,
995,condition1,0.96,frank,,know,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,32502,4,0.99,,know_pos,Critical,"<font color=""red"">Gary</font> knows that Frank got a cat.",
995,condition1,0.97,danny,,know,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,28287,5,0.97,,know_pos,Critical,"<font color=""red"">Deborah</font> knows that Danny ate the last cupcake.",
995,condition1,,owen,,Polar,low_prob,Owen lives in New Orleans,0.279503546099291,ah_first,,11650,6,0.97,,bare_neg,Critical,Owen didn't shovel snow last winter.,
995,condition1,0.97,isabella,,think,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,272193,7,0.96,,think_neg,Critical,"<font color=""red"">Rebecca</font> thinks that Isabella didn't eat a steak on Sunday.",
995,condition1,0.79,sophia,,think,high_prob,Sophia is a hipster,0.634248366013072,ah_first,,41950,8,0.77,,think_pos,Critical,"<font color=""red"">Timothy</font> thinks that Sophia got a tattoo.",
995,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,10319,9,0.98,,MC,Filler,Ann dances ballet.,
995,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,10036,10,0.95,,MC,Filler,Carl's kids were in the garage.,
995,condition1,0.03,josie,,inform,high_prob,Josie loves France,0.73343949044586,ah_first,,33784,11,0.03,,inform_neg,Control,"<font color=""red"">Emily</font> informed Sam that Josie didn't go on vacation to France.",
995,condition1,0.84,charley,,think,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,14687,12,0.84,,think_pos,Critical,"<font color=""red"">Brandon</font> thinks that Charley speaks Spanish.",
995,condition1,0.02,jayden,,say,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,23530,13,0.03,,say_neg,Control,"<font color=""red"">Ryan</font> said that Jayden didn't rent a car.",
995,condition1,0.97,julian,,say,low_prob,Julian is German,0.401796875,ah_first,,59423,14,0.97,,say_pos,Control,"<font color=""red"">Stephanie</font> said that Julian dances salsa.",
995,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,10992,15,0.97,,MC,Filler,These muffins have blueberries in them.,
995,condition1,0.04,jackson,,say,low_prob,Jackson is obese,0.186013986013986,ah_first,,16825,16,0.04,,say_neg,Control,"<font color=""red"">Michelle</font> said that Jackson didn't run 10 miles.",
995,condition1,,mia,,Polar,high_prob,Mia is a college student,0.579022556390977,ah_first,,73251,17,0.05,,bare_neg,Critical,Mia didn't drink 2 cocktails last night.,
995,condition1,,jon,,Polar,high_prob,Jon lives 2 blocks away from work,0.7559375,ah_first,,9136,18,0.97,,bare_pos,Critical,Jon walks to work.,
995,condition1,0.96,grace,,inform,low_prob,Grace hates her sister,0.24777027027027,ah_first,,168466,19,0.95,,inform_pos,Control,"<font color=""red"">Jonathan</font> informed Sam that Grace visited her sister.",
995,condition1,0.04,josh,,inform,low_prob,Josh is a 75-year old man,0.236917293233083,ah_first,,76163,20,0.04,,inform_neg,Control,"<font color=""red"">Nicholas</font> informed Sam that Josh didn't learn to ride a bike yesterday.",
995,condition1,0.05,emily,,know,low_prob,Emily never has any money,0.151655629139073,ah_first,,10420,21,0.05,,know_neg,Critical,"<font color=""red"">Eric</font> knows that Emily didn't buy a car yesterday.",
995,condition1,0.95,olivia,,know,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,21044,22,0.96,,know_neg,Critical,"<font color=""red"">Amanda</font> knows that Olivia doesn't sleep until noon.",
995,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,6628,23,0.95,,MC,Filler,Samantha has a new hat.,
995,condition1,0.04,tony,,think,low_prob,Tony has been sober for 20 years,0.2196,ah_first,,77157,24,0.03,,think_neg,Critical,"<font color=""red"">Jason</font> thinks that Tony didn't have a drink last night.",
995,condition1,0.95,zoe,,say,high_prob,Zoe is a math major,0.745971223021583,ah_first,,10309,25,0.96,,say_pos,Control,"<font color=""red"">Melissa</font> said that Zoe calculated the tip.",
995,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,6151,26,0.94,,MC,Filler,Jack was playing outside with the kids.,
995,condition1,0.95,mary,,inform,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,ah_first,,11599,27,1,,inform_pos,Control,"<font color=""red"">Sharon</font> informed Sam that Mary is pregnant.",
995,condition1,,emma,,Polar,low_prob,Emma is in first grade,0.323098591549296,ah_first,,9232,28,0.95,,bare_pos,Critical,Emma studied on Saturday morning.,
995,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,4001,29,0.98,,MC,Filler,This pizza has mushrooms on it.,
959,condition1,,,Susan,,,,,,Susan,0,1,,bot_check,,,,
959,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,7188,4,1,,MC,Filler,Ann dances ballet.,
959,condition1,1,josh,,inform,low_prob,Josh is a 75-year old man,0.236917293233083,ah_first,,17758,5,0.77,,inform_neg,Control,"<font color=""red"">Carol</font> informed Sam that Josh didn't learn to ride a bike yesterday.",
959,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,4954,6,1,,MC,Filler,Samantha has a new hat.,
959,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,4492,7,1,,MC,Filler,Jack was playing outside with the kids.,
959,condition1,0.85,owen,,know,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,26493,8,0.72,,know_neg,Critical,"<font color=""red"">Jacob</font> knows that Owen didn't shovel snow last winter.",
959,condition1,0.95,mia,,say,low_prob,Mia is a nun,0.224901960784314,ah_first,,11045,9,0.88,,say_pos,Control,"<font color=""red"">Gary</font> said that Mia drank 2 cocktails last night.",
959,condition1,0.83,jackson,,think,low_prob,Jackson is obese,0.186013986013986,ah_first,,7171,10,0.83,,think_neg,Critical,"<font color=""red"">Jason</font> thinks that Jackson didn't run 10 miles.",
959,condition1,0.93,danny,,know,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,8915,11,0.88,,know_pos,Critical,"<font color=""red"">Deborah</font> knows that Danny ate the last cupcake.",
959,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,8218,12,1,,MC,Filler,This pizza has mushrooms on it.,
959,condition1,0.86,olivia,,think,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,11304,13,0.83,,think_neg,Critical,"<font color=""red"">Michelle</font> thinks that Olivia doesn't sleep until noon.",
959,condition1,,charley,,Polar,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,4258,14,1,,bare_pos,Critical,Charley speaks Spanish.,
959,condition1,0.91,josie,,say,high_prob,Josie loves France,0.73343949044586,ah_first,,7086,15,0.83,,say_pos,Control,"<font color=""red"">Ronald</font> said that Josie went on vacation to France.",
959,condition1,0.97,jon,,know,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,11529,16,0.9,,know_neg,Critical,"<font color=""red"">Brandon</font> knows that Jon doesn't walk to work.",
959,condition1,0.93,sophia,,think,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,6791,17,0.87,,think_pos,Critical,"<font color=""red"">Eric</font> thinks that Sophia got a tattoo.",
959,condition1,0.93,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,13480,18,0.81,,inform_neg,Control,"<font color=""red"">Jeffrey</font> informed Sam that Emily didn't buy a car yesterday.",
959,condition1,0.91,grace,,say,high_prob,Grace loves her sister,0.790144927536232,ah_first,,5960,19,0.84,,say_neg,Control,"<font color=""red"">Timothy</font> said that Grace didn't visit her sister.",
959,condition1,,frank,,Polar,low_prob,Frank is allergic to cats,0.16965034965035,ah_first,,3602,20,1,,bare_neg,Critical,Frank didn't get a cat.,
959,condition1,0.94,tony,,know,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,4623,21,0.89,,know_pos,Critical,"<font color=""red"">Emily</font> knows that Tony had a drink last night.",
