workerid,proliferate.condition,belief_response,certainty_question,certainty_response,content,object,prior,prior_fact,response,rt,slide_number_in_experiment,trigger,trigger_class,utterance,error
55,condition1,0.14,How certain is Julie that Grace didn't visit her sister?,0.16,grace,,0.790144927536232,Grace loves her sister,,56581,10,simple_polar,Critical,,
55,condition1,0.52,How certain is Gregory that Samantha has a new hat?,0.3,hat,,0,Hats are worn on the head,,44770,11,MC,Control,,
55,condition1,0.29,How certain is Diane that Carl's kids weren't in the garage?,0.61,garage,,0,Garages are used to store cars and other things,,12035,12,MC,Control,,
55,condition1,0.76,How certain is Shirley that Mary is pregnant?,0.8,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,104100,13,simple_polar,Critical,,
55,condition1,1,How certain is Jeffrey that Zoe calculated the tip?,1,zoe,,0.745971223021583,Zoe is a math major,,9495,14,know_pos,Critical,,
55,condition1,0.65,How certain is Gary that Charley doesn't speak Spanish?,0.69,charley,,0.19536764705882304,Charley lives in Mexico,,23696,15,confirm_neg,Critical,,
55,condition1,1,How certain is Timothy that Frank didn't get a cat?,1,frank,,0.32027972027971996,Frank has always wanted a pet,,80853,16,know_neg,Critical,,
55,condition1,0.49,How certain is Dorothy that Ann doesn't dance ballet?,0.13,ballet,,0,Ballet is a type of dance,,16215,17,MC,Control,,
55,condition1,0.76,How certain is Laura that Jackson ran 10 miles?,0.68,jackson,,0.774965034965035,Jackson is training for a marathon,,103336,18,confirm_pos,Critical,,
55,condition1,0.46,How certain is Amy that Jack wasn't playing outside with the kids?,0.14,kids,,0,Many children like ice cream,,13774,19,MC,Control,,
55,condition1,0.51,How certain is Jennifer that Jon walks to work?,0.5,jon,,0.7559375,Jon lives 2 blocks away from work,,12607,20,think_pos,Critical,,
55,condition1,0.72,How certain is Karen that Tony didn't have a drink last night?,0.64,tony,,0.252720588235294,Tony really likes to party with his friends,,10830,21,say_neg,Critical,,
62,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
62,condition1,0.75,How certain is Virginia that Carl's kids were in the garage?,0.11,garage,,0,Garages are used to store cars and other things,,26475,4,MC,Control,,
62,condition1,0.88,How certain is Sharon that Jackson didn't run 10 miles?,0.87,jackson,,0.225034965034965,Jackson is training for a marathon,,8650,5,know_neg,Critical,,
62,condition1,0.33,How certain is Benjamin that Zoe didn't calculate the tip?,0.28,zoe,,0.745971223021583,Zoe is a math major,,10332,6,simple_polar,Critical,,
62,condition1,0.89,How certain is Gary that Josie went on vacation to France?,0.85,josie,,0.73343949044586,Josie loves France,,10100,7,know_pos,Critical,,
62,condition1,0.27,How certain is Gregory that Jayden didn't rent a car?,0.23,jayden,,0.687794117647059,Jayden's car is in the shop,,6016,8,confirm_pos,Critical,,
62,condition1,0.7,How certain is Kevin that Frank got a cat?,0.63,frank,,0.67972027972028,Frank has always wanted a pet,,4584,9,simple_polar,Critical,,
62,condition1,0.74,How certain is Scott that Tony didn't have a drink last night?,0.82,tony,,0.252720588235294,Tony really likes to party with his friends,,6949,10,inform_neg,Critical,,
62,condition1,0.73,How certain is Carolyn that Samantha has a new hat?,0.68,hat,,0,Hats are worn on the head,,5149,11,MC,Control,,
62,condition1,0.82,How certain is George that Owen didn't shovel snow last winter?,0.28,owen,,0.25351724137931,Owen lives in Chicago,,9850,12,confirm_neg,Critical,,
62,condition1,0.7,How certain is Nancy that these muffins have blueberries in them?,0.57,muffins,,0,Muffins are sold at the bakery,,7184,13,MC,Control,,
62,condition1,0.69,How certain is Lisa that Grace didn't visit her sister?,0.56,grace,,0.209855072463768,Grace loves her sister,,3250,14,think_neg,Critical,,
62,condition1,0.71,How certain is Brandon that Jon walks to work?,0.5,jon,,0.7559375,Jon lives 2 blocks away from work,,3218,15,think_pos,Critical,,
62,condition1,0.85,How certain is Heather that Ann dances ballet?,0.44,ballet,,0,Ballet is a type of dance,,2883,16,MC,Control,,
62,condition1,0.61,How certain is Deborah that this pizza has mushrooms on it?,0.29,pizza,,0,Pizza is sold at the pizzeria,,3267,17,MC,Control,,
62,condition1,0.74,How certain is Larry that Jack was playing outside with the kids?,0.38,kids,,0,Many children like ice cream,,3650,18,MC,Control,,
62,condition1,0.71,How certain is Dorothy that Charley speaks Spanish?,0.42,charley,,0.804632352941177,Charley lives in Mexico,,2967,19,say_pos,Critical,,
62,condition1,0.77,How certain is Justin that Mary is pregnant?,0.7,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,4932,20,inform_pos,Critical,,
62,condition1,0.74,How certain is Christina that Danny didn't eat the last cupcake?,0.66,danny,,0.302937062937063,Danny loves cake,,4749,21,say_neg,Critical,,
53,condition1,,,,,Barbara,,,Barbara,0,1,,,bot_check,
53,condition1,0.26,How certain is Nicole that Mary is pregnant?,0.51,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,90556,4,say_neg,Critical,,
53,condition1,0.36,How certain is Kenneth that Danny ate the last cupcake?,0.49,danny,,0.302937062937063,Danny loves cake,,47516,5,confirm_neg,Critical,,
53,condition1,0.52,How certain is Dennis that these muffins have blueberries in them?,0.52,muffins,,0,Muffins are sold at the bakery,,15383,6,MC,Control,,
53,condition1,0.58,How certain is Christina that Jack was playing outside with the kids?,0.53,kids,,0,Many children like ice cream,,19196,7,MC,Control,,
53,condition1,0.62,How certain is Emily that Tony had a drink last night?,0.64,tony,,0.747279411764706,Tony really likes to party with his friends,,11544,8,confirm_pos,Critical,,
53,condition1,0.7,How certain is Melissa that Zoe calculated the tip?,0.61,zoe,,0.745971223021583,Zoe is a math major,,10504,9,think_pos,Critical,,
53,condition1,0.57,How certain is Rebecca that Charley speaks Spanish?,0.56,charley,,0.804632352941177,Charley lives in Mexico,,13616,10,say_pos,Critical,,
53,condition1,0.72,How certain is Rachel that Samantha has a new hat?,0.71,hat,,0,Hats are worn on the head,,28768,11,MC,Control,,
53,condition1,0.67,How certain is Larry that Jon walks to work?,0.73,jon,,0.7559375,Jon lives 2 blocks away from work,,11605,12,simple_polar,Critical,,
53,condition1,0.62,How certain is Jennifer that Jackson ran 10 miles?,0.58,jackson,,0.774965034965035,Jackson is training for a marathon,,16351,13,inform_pos,Critical,,
53,condition1,0.46,How certain is Gregory that Grace visited her sister?,0.5,grace,,0.209855072463768,Grace loves her sister,,24652,14,inform_neg,Critical,,
53,condition1,0.46,How certain is Deborah that Ann doesn't dance ballet?,0.45,ballet,,0,Ballet is a type of dance,,12060,15,MC,Control,,
53,condition1,0.51,How certain is Joyce that this pizza has mushrooms on it?,0.34,pizza,,0,Pizza is sold at the pizzeria,,10995,16,MC,Control,,
53,condition1,0.36,How certain is Virginia that Frank got a cat?,0.56,frank,,0.32027972027971996,Frank has always wanted a pet,,9305,17,think_neg,Critical,,
53,condition1,0.46,How certain is Nancy that Jayden rented a car?,0.57,jayden,,0.312205882352941,Jayden's car is in the shop,,22588,18,know_neg,Critical,,
53,condition1,0.51,How certain is Sandra that Carl's kids were in the garage?,0.44,garage,,0,Garages are used to store cars and other things,,28668,19,MC,Control,,
53,condition1,0.55,How certain is Ryan that Josie went on vacation to France?,0.61,josie,,0.73343949044586,Josie loves France,,34833,20,know_pos,Critical,,
53,condition1,0.51,How certain is Christopher that Owen shoveled snow last winter?,0.44,owen,,0.74648275862069,Owen lives in Chicago,,14051,21,simple_polar,Critical,,
68,condition1,,,,,Margaret,,,Margaret,0,1,,,bot_check,
68,condition1,0.23,How certain is Carol that Tony had a drink last night?,0.27,tony,,0.252720588235294,Tony really likes to party with his friends,,43391,4,inform_neg,Critical,,
68,condition1,0.4,How certain is Virginia that Danny ate the last cupcake?,0.6,danny,,0.302937062937063,Danny loves cake,,108956,5,think_neg,Critical,,
68,condition1,0.94,How certain is Scott that Josie went on vacation to France?,0.91,josie,,0.73343949044586,Josie loves France,,29893,6,inform_pos,Critical,,
68,condition1,0.62,How certain is Ryan that Samantha has a new hat?,0.56,hat,,0,Hats are worn on the head,,25925,7,MC,Control,,
68,condition1,0.52,How certain is Rebecca that these muffins have blueberries in them?,0.51,muffins,,0,Muffins are sold at the bakery,,15740,8,MC,Control,,
68,condition1,0.59,How certain is Deborah that Jon doesn't walk to work?,0.43,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,22709,9,confirm_neg,Critical,,
68,condition1,0.52,How certain is Brandon that Jackson ran 10 miles?,0.53,jackson,,0.774965034965035,Jackson is training for a marathon,,15619,10,simple_polar,Critical,,
68,condition1,0.55,How certain is Betty that Jayden didn't rent a car?,0.44,jayden,,0.312205882352941,Jayden's car is in the shop,,26774,11,say_neg,Critical,,
68,condition1,0.5,How certain is Jeffrey that Zoe didn't calculate the tip?,0.46,zoe,,0.745971223021583,Zoe is a math major,,18053,12,know_pos,Critical,,
68,condition1,0.5,How certain is Alexander that Ann doesn't dance ballet?,0.33,ballet,,0,Ballet is a type of dance,,11347,13,MC,Control,,
68,condition1,0.83,How certain is Raymond that Mary is pregnant?,0.79,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,16590,14,think_pos,Critical,,
68,condition1,0.21,How certain is Christina that Frank got a cat?,0.79,frank,,0.32027972027971996,Frank has always wanted a pet,,14444,15,know_neg,Critical,,
68,condition1,0.51,How certain is Ronald that Grace visited her sister?,0.34,grace,,0.790144927536232,Grace loves her sister,,10173,16,say_pos,Critical,,
68,condition1,0.51,How certain is Brian that Owen shoveled snow last winter?,0.38,owen,,0.74648275862069,Owen lives in Chicago,,16559,17,confirm_pos,Critical,,
68,condition1,0.5,How certain is Jonathan that this pizza doesn't have mushrooms on it?,0.36,pizza,,0,Pizza is sold at the pizzeria,,8168,18,MC,Control,,
68,condition1,0.49,How certain is Kenneth that Jack wasn't playing outside with the kids?,0.47,kids,,0,Many children like ice cream,,58710,19,MC,Control,,
68,condition1,0.5,How certain is Patrick that Carl's kids weren't in the garage?,0.48,garage,,0,Garages are used to store cars and other things,,14492,20,MC,Control,,
68,condition1,0.73,How certain is Jennifer that Charley speaks Spanish?,0.81,charley,,0.804632352941177,Charley lives in Mexico,,12280,21,simple_polar,Critical,,
26,condition1,,,,,Sarah,,,Sarah,0,1,,,bot_check,
26,condition1,0.74,How certain is Amy that Jon walks to work?,0.5,jon,,0.7559375,Jon lives 2 blocks away from work,,18108,4,simple_polar,Critical,,
26,condition1,0.91,How certain is Laura that Josie didn't go on vacation to France?,1,josie,,0.26656050955414,Josie loves France,,25959,5,know_neg,Critical,,
26,condition1,0.9,How certain is Rebecca that Tony had a drink last night?,0.7,tony,,0.747279411764706,Tony really likes to party with his friends,,13440,6,know_pos,Critical,,
26,condition1,0.49,How certain is Michelle that Carl's kids weren't in the garage?,0.45,garage,,0,Garages are used to store cars and other things,,11671,7,MC,Control,,
26,condition1,0.48,How certain is Rachel that Ann doesn't dance ballet?,0.29,ballet,,0,Ballet is a type of dance,,10739,8,MC,Control,,
26,condition1,1,How certain is Larry that Danny ate the last cupcake?,1,danny,,0.697062937062937,Danny loves cake,,10122,9,inform_pos,Critical,,
26,condition1,1,How certain is Amanda that Charley speaks Spanish?,0.78,charley,,0.804632352941177,Charley lives in Mexico,,8758,10,confirm_pos,Critical,,
26,condition1,0.49,How certain is Benjamin that Mary isn't pregnant?,0.23,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,11587,11,think_pos,Critical,,
26,condition1,0.23,How certain is Ruth that Owen didn't shovel snow last winter?,0.45,owen,,0.74648275862069,Owen lives in Chicago,,9980,12,simple_polar,Critical,,
26,condition1,0.79,How certain is Scott that Grace didn't visit her sister?,0.84,grace,,0.209855072463768,Grace loves her sister,,19258,13,confirm_neg,Critical,,
26,condition1,0.5,How certain is Ryan that Samantha doesn't have a new hat?,0.53,hat,,0,Hats are worn on the head,,11645,14,MC,Control,,
26,condition1,0.78,How certain is Heather that Frank didn't get a cat?,0.47,frank,,0.32027972027971996,Frank has always wanted a pet,,11098,15,inform_neg,Critical,,
26,condition1,0.51,How certain is Carol that these muffins have blueberries in them?,0.15,muffins,,0,Muffins are sold at the bakery,,10196,16,MC,Control,,
26,condition1,0.51,How certain is Edward that Jack was playing outside with the kids?,0.07,kids,,0,Many children like ice cream,,8612,17,MC,Control,,
26,condition1,0.51,How certain is Angela that this pizza has mushrooms on it?,0.09,pizza,,0,Pizza is sold at the pizzeria,,10616,18,MC,Control,,
26,condition1,0.85,How certain is Deborah that Jackson ran 10 miles?,0.46,jackson,,0.774965034965035,Jackson is training for a marathon,,10216,19,say_pos,Critical,,
26,condition1,0.24,How certain is Sandra that Jayden rented a car?,0.47,jayden,,0.312205882352941,Jayden's car is in the shop,,6792,20,say_neg,Critical,,
26,condition1,0.52,How certain is Paul that Zoe didn't calculate the tip?,0.16,zoe,,0.25402877697841697,Zoe is a math major,,9409,21,think_neg,Critical,,
32,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
32,condition1,0.76,How certain is Jonathan that Jackson didn't run 10 miles?,0.87,jackson,,0.225034965034965,Jackson is training for a marathon,,33369,4,inform_neg,Critical,,
32,condition1,0.51,How certain is Jason that Jack was playing outside with the kids?,0.48,kids,,0,Many children like ice cream,,37220,5,MC,Control,,
32,condition1,0.5,How certain is Larry that this pizza doesn't have mushrooms on it?,0.48,pizza,,0,Pizza is sold at the pizzeria,,27458,6,MC,Control,,
32,condition1,0.98,How certain is Karen that Danny ate the last cupcake?,0.9,danny,,0.697062937062937,Danny loves cake,,35527,7,inform_pos,Critical,,
32,condition1,0.87,How certain is Michelle that Josie went on vacation to France?,0.86,josie,,0.73343949044586,Josie loves France,,25232,8,confirm_pos,Critical,,
32,condition1,0.95,How certain is Donald that Tony had a drink last night?,0.94,tony,,0.747279411764706,Tony really likes to party with his friends,,21096,9,know_pos,Critical,,
32,condition1,0.91,How certain is Alexander that Ann dances ballet?,0.12,ballet,,0,Ballet is a type of dance,,15632,10,MC,Control,,
32,condition1,0.09,How certain is Rebecca that Frank got a cat?,0.9,frank,,0.32027972027971996,Frank has always wanted a pet,,37667,11,think_neg,Critical,,
32,condition1,0.8,How certain is Rachel that Samantha has a new hat?,0.11,hat,,0,Hats are worn on the head,,18214,12,MC,Control,,
32,condition1,0.91,How certain is Ronald that Jon doesn't walk to work?,0.92,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,21043,13,know_neg,Critical,,
32,condition1,0.79,How certain is Joyce that Mary is pregnant?,0.04,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,32036,14,simple_polar,Critical,,
32,condition1,0.17,How certain is Diane that Charley speaks Spanish?,0.52,charley,,0.19536764705882304,Charley lives in Mexico,,21747,15,confirm_neg,Critical,,
32,condition1,0.82,How certain is Angela that Owen didn't shovel snow last winter?,0.11,owen,,0.25351724137931,Owen lives in Chicago,,26272,16,say_neg,Critical,,
32,condition1,0.72,How certain is Nicole that Grace visited her sister?,0.2,grace,,0.790144927536232,Grace loves her sister,,22334,17,simple_polar,Critical,,
32,condition1,0.79,How certain is Amanda that Zoe calculated the tip?,0.79,zoe,,0.745971223021583,Zoe is a math major,,18086,18,think_pos,Critical,,
32,condition1,0.77,How certain is Daniel that these muffins have blueberries in them?,0.22,muffins,,0,Muffins are sold at the bakery,,18738,19,MC,Control,,
32,condition1,0.86,How certain is Ashley that Jayden rented a car?,0.11,jayden,,0.687794117647059,Jayden's car is in the shop,,20934,20,say_pos,Critical,,
32,condition1,0.52,How certain is Eric that Carl's kids were in the garage?,0.25,garage,,0,Garages are used to store cars and other things,,18708,21,MC,Control,,
27,condition1,,,,,Jennifer,,,Jennifer,0,1,,,bot_check,
27,condition1,0.73,How certain is Jeffrey that Ann dances ballet?,0.46,ballet,,0,Ballet is a type of dance,,27086,4,MC,Control,,
27,condition1,1,How certain is Emily that Carl's kids were in the garage?,1,garage,,0,Garages are used to store cars and other things,,15347,5,MC,Control,,
27,condition1,1,How certain is Larry that Zoe calculated the tip?,1,zoe,,0.745971223021583,Zoe is a math major,,11313,6,confirm_pos,Critical,,
27,condition1,0.53,How certain is Eric that Jon walks to work?,0.47,jon,,0.7559375,Jon lives 2 blocks away from work,,12432,7,say_pos,Critical,,
27,condition1,1,How certain is Nancy that Charley doesn't speak Spanish?,0.99,charley,,0.19536764705882304,Charley lives in Mexico,,17118,8,say_neg,Critical,,
27,condition1,1,How certain is Kenneth that Frank got a cat?,0.98,frank,,0.67972027972028,Frank has always wanted a pet,,13838,9,simple_polar,Critical,,
27,condition1,0.54,How certain is Diane that Jack was playing outside with the kids?,0.49,kids,,0,Many children like ice cream,,10635,10,MC,Control,,
27,condition1,0.89,How certain is Christopher that Samantha has a new hat?,0.9,hat,,0,Hats are worn on the head,,9615,11,MC,Control,,
27,condition1,0.83,How certain is George that these muffins have blueberries in them?,0.81,muffins,,0,Muffins are sold at the bakery,,10458,12,MC,Control,,
27,condition1,0.98,How certain is Daniel that Jackson didn't run 10 miles?,0.97,jackson,,0.225034965034965,Jackson is training for a marathon,,11822,13,think_neg,Critical,,
27,condition1,0.99,How certain is Sandra that Owen shoveled snow last winter?,1,owen,,0.74648275862069,Owen lives in Chicago,,12674,14,simple_polar,Critical,,
27,condition1,0.77,How certain is Karen that this pizza has mushrooms on it?,0.83,pizza,,0,Pizza is sold at the pizzeria,,9076,15,MC,Control,,
27,condition1,0.98,How certain is Melissa that Mary is pregnant?,1,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,16340,16,know_pos,Critical,,
27,condition1,0.94,How certain is Joyce that Tony had a drink last night?,0.81,tony,,0.747279411764706,Tony really likes to party with his friends,,9752,17,think_pos,Critical,,
27,condition1,0.14,How certain is Tyler that Josie didn't go on vacation to France?,0.08,josie,,0.73343949044586,Josie loves France,,12660,18,inform_pos,Critical,,
27,condition1,0.04,How certain is Shirley that Grace visited her sister?,0.02,grace,,0.209855072463768,Grace loves her sister,,12982,19,inform_neg,Critical,,
27,condition1,0.51,How certain is Ruth that Jayden didn't rent a car?,0.49,jayden,,0.312205882352941,Jayden's car is in the shop,,8158,20,confirm_neg,Critical,,
27,condition1,0.03,How certain is Heather that Danny ate the last cupcake?,0,danny,,0.302937062937063,Danny loves cake,,17247,21,know_neg,Critical,,
34,condition1,,,,,Jennifer,,,Jennifer,0,1,,,bot_check,
34,condition1,0.98,How certain is Patrick that Josie went on vacation to France?,0.97,josie,,0.73343949044586,Josie loves France,,50473,4,inform_pos,Critical,,
34,condition1,0.52,How certain is Timothy that these muffins have blueberries in them?,0.18,muffins,,0,Muffins are sold at the bakery,,25912,5,MC,Control,,
34,condition1,0.5,How certain is Rebecca that Jon doesn't walk to work?,0.1,jon,,0.7559375,Jon lives 2 blocks away from work,,24852,6,simple_polar,Critical,,
34,condition1,0.9,How certain is Donna that Tony had a drink last night?,0.63,tony,,0.747279411764706,Tony really likes to party with his friends,,23605,7,simple_polar,Critical,,
34,condition1,0.51,How certain is Julie that Carl's kids were in the garage?,0.07,garage,,0,Garages are used to store cars and other things,,22424,8,MC,Control,,
34,condition1,0.2,How certain is Matthew that Jayden didn't rent a car?,0.13,jayden,,0.687794117647059,Jayden's car is in the shop,,36683,9,think_pos,Critical,,
34,condition1,0.5,How certain is Jacob that Danny ate the last cupcake?,0.29,danny,,0.302937062937063,Danny loves cake,,26208,10,think_neg,Critical,,
34,condition1,0.48,How certain is Gary that Owen shoveled snow last winter?,0.07,owen,,0.25351724137931,Owen lives in Chicago,,28824,11,say_neg,Critical,,
34,condition1,0.91,How certain is Betty that Grace visited her sister?,0.95,grace,,0.790144927536232,Grace loves her sister,,24153,12,confirm_pos,Critical,,
34,condition1,0.05,How certain is Brandon that Mary is pregnant?,0.93,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,21416,13,confirm_neg,Critical,,
34,condition1,0.92,How certain is Shirley that Jackson ran 10 miles?,0.95,jackson,,0.774965034965035,Jackson is training for a marathon,,19182,14,know_pos,Critical,,
34,condition1,0.51,How certain is George that Ann dances ballet?,0.03,ballet,,0,Ballet is a type of dance,,15361,15,MC,Control,,
34,condition1,0.48,How certain is Kimberly that Zoe didn't calculate the tip?,0.08,zoe,,0.745971223021583,Zoe is a math major,,22408,16,say_pos,Critical,,
34,condition1,0.17,How certain is Nicholas that Charley speaks Spanish?,0.81,charley,,0.19536764705882304,Charley lives in Mexico,,19377,17,know_neg,Critical,,
34,condition1,0.5,How certain is Joyce that Samantha doesn't have a new hat?,0.06,hat,,0,Hats are worn on the head,,17184,18,MC,Control,,
34,condition1,0.52,How certain is Brian that this pizza has mushrooms on it?,0.09,pizza,,0,Pizza is sold at the pizzeria,,19717,19,MC,Control,,
34,condition1,0.49,How certain is Dennis that Jack wasn't playing outside with the kids?,0.03,kids,,0,Many children like ice cream,,22344,20,MC,Control,,
34,condition1,0.5,How certain is Eric that Frank got a cat?,0.06,frank,,0.32027972027971996,Frank has always wanted a pet,,16815,21,inform_neg,Critical,,
41,condition1,,,,,Jennifer,,,Jennifer,0,1,,,bot_check,
41,condition1,0.51,How certain is Nicole that Jon walks to work?,0.5,jon,,0.7559375,Jon lives 2 blocks away from work,,43540,4,think_pos,Critical,,
41,condition1,0.99,How certain is Julie that Tony didn't have a drink last night?,0.99,tony,,0.252720588235294,Tony really likes to party with his friends,,29211,5,inform_neg,Critical,,
41,condition1,0.48,How certain is Brenda that Jack wasn't playing outside with the kids?,0.48,kids,,0,Many children like ice cream,,18536,6,MC,Control,,
41,condition1,0.72,How certain is Brandon that Josie didn't go on vacation to France?,0.79,josie,,0.26656050955414,Josie loves France,,16610,7,confirm_neg,Critical,,
41,condition1,0.69,How certain is Benjamin that Jackson ran 10 miles?,0.49,jackson,,0.774965034965035,Jackson is training for a marathon,,13827,8,simple_polar,Critical,,
41,condition1,0.65,How certain is Kimberly that Samantha has a new hat?,0.47,hat,,0,Hats are worn on the head,,35529,9,MC,Control,,
41,condition1,0.48,How certain is Stephanie that Carl's kids weren't in the garage?,0.51,garage,,0,Garages are used to store cars and other things,,9086,10,MC,Control,,
41,condition1,0.51,How certain is Ruth that Frank got a cat?,0.47,frank,,0.67972027972028,Frank has always wanted a pet,,12282,11,inform_pos,Critical,,
41,condition1,0.51,How certain is Ronald that Ann dances ballet?,0.5,ballet,,0,Ballet is a type of dance,,11101,12,MC,Control,,
41,condition1,0.62,How certain is Timothy that Owen shoveled snow last winter?,0.61,owen,,0.74648275862069,Owen lives in Chicago,,14647,13,confirm_pos,Critical,,
41,condition1,0.33,How certain is Dorothy that Zoe calculated the tip?,0.66,zoe,,0.25402877697841697,Zoe is a math major,,15616,14,think_neg,Critical,,
41,condition1,0.17,How certain is Jerry that Mary is pregnant?,0.82,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,11335,15,say_neg,Critical,,
41,condition1,0.52,How certain is Rebecca that Jayden didn't rent a car?,0.5,jayden,,0.312205882352941,Jayden's car is in the shop,,14864,16,know_neg,Critical,,
41,condition1,0.74,How certain is George that Charley speaks Spanish?,0.74,charley,,0.804632352941177,Charley lives in Mexico,,7903,17,simple_polar,Critical,,
41,condition1,0.93,How certain is Heather that Danny ate the last cupcake?,0.93,danny,,0.697062937062937,Danny loves cake,,25801,18,know_pos,Critical,,
41,condition1,0.67,How certain is Cynthia that Grace visited her sister?,0.67,grace,,0.790144927536232,Grace loves her sister,,11647,19,say_pos,Critical,,
41,condition1,0.6,How certain is Raymond that this pizza has mushrooms on it?,0.63,pizza,,0,Pizza is sold at the pizzeria,,10477,20,MC,Control,,
41,condition1,0.64,How certain is Deborah that these muffins have blueberries in them?,0.67,muffins,,0,Muffins are sold at the bakery,,7629,21,MC,Control,,
64,condition1,,,,,Elizabeth,,,Elizabeth,0,1,,,bot_check,
64,condition1,0.37,How certain is Amy that Carl's kids weren't in the garage?,0.43,garage,,0,Garages are used to store cars and other things,,16956,4,MC,Control,,
64,condition1,0.49,How certain is Ryan that Jon walks to work?,0.37,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,15280,5,say_neg,Critical,,
64,condition1,0.95,How certain is Jacob that Charley doesn't speak Spanish?,0.96,charley,,0.19536764705882304,Charley lives in Mexico,,15464,6,know_neg,Critical,,
64,condition1,0.08,How certain is Sharon that Frank didn't get a cat?,0.97,frank,,0.67972027972028,Frank has always wanted a pet,,11460,7,think_pos,Critical,,
64,condition1,0.33,How certain is Angela that Ann doesn't dance ballet?,0.33,ballet,,0,Ballet is a type of dance,,9707,8,MC,Control,,
64,condition1,0.53,How certain is Julie that this pizza has mushrooms on it?,0.5,pizza,,0,Pizza is sold at the pizzeria,,10861,9,MC,Control,,
64,condition1,0.78,How certain is Matthew that Zoe calculated the tip?,0.28,zoe,,0.745971223021583,Zoe is a math major,,11686,10,say_pos,Critical,,
64,condition1,1,How certain is Cynthia that Mary isn't pregnant?,0.99,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,9738,11,inform_neg,Critical,,
64,condition1,0.67,How certain is Gregory that Josie didn't go on vacation to France?,0.14,josie,,0.26656050955414,Josie loves France,,19189,12,confirm_neg,Critical,,
64,condition1,0.96,How certain is Carolyn that Danny ate the last cupcake?,0.98,danny,,0.697062937062937,Danny loves cake,,7720,13,know_pos,Critical,,
64,condition1,0.74,How certain is Nancy that Grace visited her sister?,0.88,grace,,0.790144927536232,Grace loves her sister,,11493,14,inform_pos,Critical,,
64,condition1,0.73,How certain is Stephanie that Samantha has a new hat?,0.54,hat,,0,Hats are worn on the head,,21842,15,MC,Control,,
64,condition1,0.69,How certain is Raymond that these muffins have blueberries in them?,0.21,muffins,,0,Muffins are sold at the bakery,,7540,16,MC,Control,,
64,condition1,0.72,How certain is Gary that Jayden rented a car?,0.3,jayden,,0.687794117647059,Jayden's car is in the shop,,8351,17,simple_polar,Critical,,
64,condition1,0.58,How certain is Timothy that Tony had a drink last night?,0.49,tony,,0.747279411764706,Tony really likes to party with his friends,,5936,18,confirm_pos,Critical,,
64,condition1,0.08,How certain is Tyler that Jackson ran 10 miles?,0.88,jackson,,0.225034965034965,Jackson is training for a marathon,,8689,19,think_neg,Critical,,
64,condition1,0.61,How certain is Justin that Jack was playing outside with the kids?,0.5,kids,,0,Many children like ice cream,,10139,20,MC,Control,,
64,condition1,0.35,How certain is Alexander that Owen didn't shovel snow last winter?,0.21,owen,,0.74648275862069,Owen lives in Chicago,,8913,21,simple_polar,Critical,,
44,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
44,condition1,0.78,How certain is Kathleen that Zoe didn't calculate the tip?,0.79,zoe,,0.25402877697841697,Zoe is a math major,,162363,4,inform_neg,Critical,,
44,condition1,0.63,How certain is Melissa that Danny ate the last cupcake?,0.43,danny,,0.697062937062937,Danny loves cake,,58779,5,simple_polar,Critical,,
44,condition1,0.8,How certain is Jacob that Charley doesn't speak Spanish?,0.8,charley,,0.19536764705882304,Charley lives in Mexico,,52523,6,say_neg,Critical,,
44,condition1,0.6,How certain is Benjamin that Mary is pregnant?,0.55,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,48931,7,simple_polar,Critical,,
44,condition1,0.5,How certain is Jonathan that Carl's kids weren't in the garage?,0.32,garage,,0,Garages are used to store cars and other things,,86334,8,MC,Control,,
44,condition1,0.32,How certain is Ryan that Ann doesn't dance ballet?,0.59,ballet,,0,Ballet is a type of dance,,32212,9,MC,Control,,
44,condition1,0.56,How certain is Patrick that this pizza has mushrooms on it?,0.51,pizza,,0,Pizza is sold at the pizzeria,,61573,10,MC,Control,,
44,condition1,0.64,How certain is Angela that Jack was playing outside with the kids?,0.62,kids,,0,Many children like ice cream,,56155,11,MC,Control,,
44,condition1,0.75,How certain is Michelle that Jayden rented a car?,0.8,jayden,,0.687794117647059,Jayden's car is in the shop,,27729,12,know_pos,Critical,,
44,condition1,0.82,How certain is Brian that Jackson ran 10 miles?,0.77,jackson,,0.774965034965035,Jackson is training for a marathon,,34169,13,inform_pos,Critical,,
